candidate,h,date,obs_index,block,block_complete,kept,drop_reason,placebo_score_date,n_pairs_shared,n_pairs_genuine_leg_only,n_pairs_placebo_leg_only,coverage_gap_genuine_minus_placebo,ic_genuine,ic_placebo
high52w,20,2019-07-08,24,6,True,True,,2019-05-09,130,131,130,1,-0.03134983859708634,0.02912511317255877
high52w,20,2019-07-15,25,6,True,True,,2019-05-16,130,131,130,1,0.2155921378715849,0.26818671799338645
high52w,20,2019-07-22,26,6,True,True,,2019-05-23,131,131,131,0,0.18135129991500665,0.3635024072255063
high52w,20,2019-07-29,27,6,True,True,,2019-05-31,131,131,131,0,0.23747172330170804,0.5045054182458762
high52w,20,2019-08-05,28,7,True,True,,2019-06-07,131,131,131,0,0.30354988522927456,0.3131758049044928
high52w,20,2019-08-12,29,7,True,True,,2019-06-14,131,131,131,0,-0.3935962931582967,-0.402835419855524
high52w,20,2019-08-19,30,7,True,True,,2019-06-21,131,131,131,0,-0.3664344037349118,-0.4013642134044054
high52w,20,2019-08-26,31,7,True,True,,2019-06-28,131,131,131,0,-0.30683962581638413,-0.2850553851275668
high52w,20,2019-09-03,32,8,True,True,,2019-07-08,131,131,131,0,-0.1446920951278387,-0.22438080781294292
high52w,20,2019-09-10,33,8,True,True,,2019-07-15,131,131,131,0,0.299787130724704,0.3553320171733124
high52w,20,2019-09-17,34,8,True,True,,2019-07-22,131,131,131,0,0.15623114912812033,0.17279890714303608
high52w,20,2019-09-24,35,8,True,True,,2019-07-29,131,131,131,0,-0.06569113174725219,-0.13524092983384448
high52w,20,2019-10-01,36,9,True,True,,2019-08-05,131,131,131,0,-0.30659572224940856,-0.47478246943895797
high52w,20,2019-10-08,37,9,True,True,,2019-08-12,131,131,131,0,-0.46748518656915605,-0.5701626550161578
high52w,20,2019-10-15,38,9,True,True,,2019-08-19,131,131,131,0,-0.2900421247320596,-0.4581764981999607
high52w,20,2019-10-22,39,9,True,True,,2019-08-26,131,131,131,0,-0.3210357756076273,-0.2755441673251211
high52w,20,2019-10-29,40,10,True,True,,2019-09-03,131,131,131,0,-0.1667912461330829,-0.24969694092395703
high52w,20,2019-11-05,41,10,True,True,,2019-09-10,131,131,131,0,-0.10597354232670333,-0.08376785878334105
high52w,20,2019-11-12,42,10,True,True,,2019-09-17,131,131,131,0,0.07439861487582371,0.19724009082162883
high52w,20,2019-11-19,43,10,True,True,,2019-09-24,131,131,131,0,0.0333627033477461,-0.003720984870201932
high52w,20,2019-11-26,44,11,True,True,,2019-10-01,131,131,131,0,0.040862236974572065,-0.027350167285252674
high52w,20,2019-12-04,45,11,True,True,,2019-10-08,131,131,131,0,-0.032521019629895065,-0.12164629263865906
high52w,20,2019-12-11,46,11,True,True,,2019-10-15,131,131,131,0,-0.16161083318529232,-0.1844946063306456
high52w,20,2019-12-18,47,11,True,True,,2019-10-22,131,131,131,0,-0.0922966228539262,-0.261110521235101
high52w,20,2019-12-26,48,12,True,True,,2019-10-29,131,131,131,0,-0.011083544767436612,-0.07601708586564772
high52w,20,2020-01-03,49,12,True,True,,2019-11-05,131,131,131,0,0.18337727617389157,-0.1556636675479568
high52w,20,2020-01-10,50,12,True,True,,2019-11-12,131,131,131,0,0.1534242513191135,-0.032246697425902485
high52w,20,2020-01-17,51,12,True,True,,2019-11-19,131,131,131,0,0.0939822076589472,0.07143505848049735
high52w,20,2020-01-27,52,13,True,True,,2019-11-26,131,131,131,0,0.3437928734709245,0.08841820946086314
high52w,20,2020-02-03,53,13,True,True,,2019-12-04,131,132,131,1,0.27059564846614403,0.09113038839493413
high52w,20,2020-02-10,54,13,True,True,,2019-12-11,131,132,131,1,0.3167944796665015,0.09186232536276638
high52w,20,2020-02-18,55,13,True,True,,2019-12-18,131,132,131,1,0.27647763557989213,0.12845775268539156
high52w,20,2020-02-25,56,14,True,True,,2019-12-26,131,132,131,1,0.1376981796829125,0.04644890867670529
high52w,20,2020-03-03,57,14,True,True,,2020-01-03,131,132,131,1,0.30708375593871773,0.024323404958877342
high52w,20,2020-03-10,58,14,True,True,,2020-01-10,131,132,131,1,0.09104254524101854,-0.05163454804724438
high52w,20,2020-03-17,59,14,True,True,,2020-01-17,131,132,131,1,-0.37879677574334064,-0.1864009305139895
high52w,20,2020-03-24,60,15,True,True,,2020-01-27,131,132,131,1,0.11896119148027545,0.2909221941514103
high52w,20,2020-03-31,61,15,True,True,,2020-02-03,132,133,132,1,-0.34075647133099923,-0.14584724976944405
high52w,20,2020-04-07,62,15,True,True,,2020-02-10,132,133,132,1,0.15510323344795018,0.1806643454710103
high52w,20,2020-04-15,63,15,True,True,,2020-02-18,132,133,132,1,0.23297956713526502,0.14232277272954652
high52w,20,2020-04-22,64,16,True,True,,2020-02-25,132,133,132,1,-0.18124944561264367,-0.3230630357990743
high52w,20,2020-04-29,65,16,True,True,,2020-03-03,132,133,132,1,0.08074488789635434,-0.002269727058798975
high52w,20,2020-05-06,66,16,True,True,,2020-03-10,132,133,132,1,-0.5847894173190593,-0.6178771008019701
high52w,20,2020-05-13,67,16,True,True,,2020-03-17,132,133,132,1,-0.5663550353443525,-0.5701241305901811
high52w,20,2020-05-20,68,17,True,True,,2020-03-24,132,133,132,1,-0.2752189881802258,-0.3243987832175859
high52w,20,2020-05-28,69,17,True,True,,2020-03-31,133,133,133,0,0.2553789494088002,0.04633700941634955
high52w,20,2020-06-04,70,17,True,True,,2020-04-07,133,133,133,0,0.5982983151561456,0.4470725660827782
high52w,20,2020-06-11,71,17,True,True,,2020-04-15,133,133,133,0,0.6061813284908335,0.4731051157727548
high52w,20,2020-06-18,72,18,True,True,,2020-04-22,133,133,133,0,0.48554008105673885,0.522194223686761
high52w,20,2020-06-25,73,18,True,True,,2020-04-29,133,133,133,0,0.07557602746462605,0.1896430356760286
high52w,20,2020-07-02,74,18,True,True,,2020-05-06,133,134,133,1,0.313503770676318,0.2727964834023543
high52w,20,2020-07-10,75,18,True,True,,2020-05-13,133,135,133,2,-0.11098962842196955,-0.07159954448484271
high52w,20,2020-07-17,76,19,True,True,,2020-05-20,133,135,133,2,0.1392095752832298,-0.0017100391294868852
high52w,20,2020-07-24,77,19,True,True,,2020-05-28,133,135,133,2,0.4135902917631465,0.346068699564379
high52w,20,2020-07-31,78,19,True,True,,2020-06-04,133,135,133,2,0.05549347118714775,0.12535643054422146
high52w,20,2020-08-07,79,19,True,True,,2020-06-11,133,135,133,2,0.07714323703193546,0.10878281184644106
high52w,20,2020-08-14,80,20,True,True,,2020-06-18,133,135,133,2,0.20990878907574126,0.22327334798357257
high52w,20,2020-08-21,81,20,True,True,,2020-06-25,133,135,133,2,0.0039019392499124316,-0.025969057493413283
high52w,20,2020-08-28,82,20,True,True,,2020-07-02,134,135,134,1,0.18201224632605775,0.12684080308503684
high52w,20,2020-09-04,83,20,True,True,,2020-07-10,135,135,135,0,0.27160277046141845,0.39567013868853573
high52w,20,2020-09-14,84,21,True,True,,2020-07-17,135,135,135,0,0.18777262240517203,0.4151288564652454
high52w,20,2020-09-21,85,21,True,True,,2020-07-24,135,135,135,0,0.3248170910155107,0.33997024618066185
high52w,20,2020-09-28,86,21,True,True,,2020-07-31,135,135,135,0,0.2782070041947127,0.30484433551875534
high52w,20,2020-10-05,87,21,True,True,,2020-08-07,135,135,135,0,0.0931801561273808,0.12557198046567764
high52w,20,2020-10-12,88,22,True,True,,2020-08-14,135,135,135,0,-0.33582435705763836,-0.26969454615437294
high52w,20,2020-10-19,89,22,True,True,,2020-08-21,135,135,135,0,-0.498254436463199,-0.5216386345939406
high52w,20,2020-10-26,90,22,True,True,,2020-08-28,135,135,135,0,-0.4589113257243196,-0.46409198863137974
high52w,20,2020-11-02,91,22,True,True,,2020-09-04,135,135,135,0,-0.43094332260267293,-0.4422690469222515
high52w,20,2020-11-09,92,23,True,True,,2020-09-14,135,135,135,0,-0.2534114976419871,-0.44021974443939615
high52w,20,2020-11-16,93,23,True,True,,2020-09-21,135,135,135,0,-0.2801306103361309,-0.26551555945761396
high52w,20,2020-11-23,94,23,True,True,,2020-09-28,135,135,135,0,0.10107616389254277,0.03242122719734661
high52w,20,2020-12-01,95,23,True,True,,2020-10-05,135,135,135,0,0.03987025317241401,-0.1475632973507744
high52w,20,2020-12-08,96,24,True,True,,2020-10-12,135,135,135,0,0.1557246492596295,0.030279044410880786
high52w,20,2020-12-15,97,24,True,True,,2020-10-19,135,135,135,0,0.17844998568944723,-0.12578544262208483
high52w,20,2020-12-22,98,24,True,True,,2020-10-26,135,135,135,0,-0.016907461971557288,-0.071763730367769
high52w,20,2020-12-30,99,24,True,True,,2020-11-02,135,135,135,0,-0.03166356925671741,-0.001360842844600527
high52w,20,2021-01-07,100,25,True,True,,2020-11-09,135,135,135,0,-0.22682991660848273,-0.07084759038386582
high52w,20,2021-01-14,101,25,True,True,,2020-11-16,135,135,135,0,-0.040389169053946364,0.015641922894805253
high52w,20,2021-01-22,102,25,True,True,,2020-11-23,135,135,135,0,-0.31143470746704977,-0.2668339398424745
high52w,20,2021-01-29,103,25,True,True,,2020-12-01,135,135,135,0,-0.3106672519754171,-0.13869997565473335
high52w,20,2021-02-05,104,26,True,True,,2020-12-08,135,135,135,0,-0.3423776806263595,-0.4308559680461012
high52w,20,2021-02-12,105,26,True,True,,2020-12-15,135,135,135,0,-0.353896357216436,-0.392974424413337
high52w,20,2021-02-22,106,26,True,True,,2020-12-22,135,135,135,0,0.08269703055938625,-0.38483511522731934
high52w,20,2021-03-01,107,26,True,True,,2020-12-30,135,135,135,0,-0.13025000186232272,-0.29621120258444783
high52w,20,2021-03-08,108,27,True,True,,2021-01-07,135,135,135,0,-0.6051761388636795,0.23827523714367585
high52w,20,2021-03-15,109,27,True,True,,2021-01-14,135,135,135,0,-0.425133996029152,0.2088209619751333
high52w,20,2021-03-22,110,27,True,True,,2021-01-22,135,135,135,0,-0.13204887451187072,0.17549148926895952
high52w,20,2021-03-29,111,27,True,True,,2021-01-29,135,135,135,0,-0.3852578215802194,0.19382011511072092
high52w,20,2021-04-06,112,28,True,True,,2021-02-05,135,135,135,0,0.18649006677054306,-0.0508073570005063
high52w,20,2021-04-13,113,28,True,True,,2021-02-12,135,135,135,0,0.19313032270744077,-0.274773417469004
high52w,20,2021-04-20,114,28,True,True,,2021-02-22,135,135,135,0,0.22396694735536377,0.1726165305272187
high52w,20,2021-04-27,115,28,True,True,,2021-03-01,135,135,135,0,0.17665994139279914,0.07194687649700608
high52w,20,2021-05-04,116,29,True,True,,2021-03-08,135,135,135,0,-0.16018833060317203,0.05564551593379132
high52w,20,2021-05-11,117,29,True,True,,2021-03-15,135,135,135,0,-0.31991025265827727,-0.18838498137640527
high52w,20,2021-05-18,118,29,True,True,,2021-03-22,135,135,135,0,-0.504109375234634,-0.4315635442592636
high52w,20,2021-05-25,119,29,True,True,,2021-03-29,135,135,135,0,-0.2778669294098482,-0.5125420807119726
high52w,20,2021-06-02,120,30,True,True,,2021-04-06,135,135,135,0,-0.4539542763995986,-0.40842771114182813
high52w,20,2021-06-09,121,30,True,True,,2021-04-13,135,135,135,0,-0.33418877596702934,-0.10134242614553868
high52w,20,2021-06-16,122,30,True,True,,2021-04-20,135,135,135,0,-0.07959964832662283,0.1395445838764884
high52w,20,2021-06-23,123,30,True,True,,2021-04-27,135,135,135,0,0.23886130217741927,0.026829105429346484
high52w,20,2021-06-30,124,31,True,True,,2021-05-04,135,135,135,0,0.27427701823084155,0.05446783793298854
high52w,20,2021-07-08,125,31,True,True,,2021-05-11,135,136,135,1,0.22450552405281737,-0.13593307969954155
high52w,20,2021-07-15,126,31,True,True,,2021-05-18,135,136,135,1,0.03158266977444073,-0.010013706046875763
high52w,20,2021-07-22,127,31,True,True,,2021-05-25,135,137,135,2,0.25487926765456953,0.09160614382190632
high52w,20,2021-07-29,128,32,True,True,,2021-06-02,135,137,135,2,0.22968920072144963,-0.0920387975506016
high52w,20,2021-08-05,129,32,True,True,,2021-06-09,135,137,135,2,0.22468643324019136,-0.13323738678896307
high52w,20,2021-08-12,130,32,True,True,,2021-06-16,135,137,135,2,0.060435390915653094,-0.19224733226935112
high52w,20,2021-08-19,131,32,True,True,,2021-06-23,135,137,135,2,-0.24308655291717302,0.1035042879207372
high52w,20,2021-08-26,132,33,True,True,,2021-06-30,135,137,135,2,-0.10472706097809593,-0.022983235700379242
high52w,20,2021-09-02,133,33,True,True,,2021-07-08,136,137,136,1,-0.3058024908271885,-0.20045800439853298
high52w,20,2021-09-10,134,33,True,True,,2021-07-15,136,137,136,1,-0.19725943091878792,-0.0617773696118747
high52w,20,2021-09-17,135,33,True,True,,2021-07-22,137,137,137,0,-0.11428458085743966,-0.046735621791433965
high52w,20,2021-09-24,136,34,True,True,,2021-07-29,137,137,137,0,-0.005044420501174164,-0.03512969679520143
high52w,20,2021-10-01,137,34,True,True,,2021-08-05,137,137,137,0,0.22033645175361197,0.24869460146760958
high52w,20,2021-10-08,138,34,True,True,,2021-08-12,137,137,137,0,-0.098442323636318,0.05840433139520456
high52w,20,2021-10-15,139,34,True,True,,2021-08-19,137,137,137,0,0.016655929173321357,0.059620438378882853
high52w,20,2021-10-22,140,35,True,True,,2021-08-26,137,138,137,1,0.04731522787746603,0.13631101992324843
high52w,20,2021-10-29,141,35,True,True,,2021-09-02,137,139,137,2,0.1483600774195952,0.13415040824325794
high52w,20,2021-11-05,142,35,True,True,,2021-09-10,137,139,137,2,0.07713843214893976,0.1884021277118347
high52w,20,2021-11-12,143,35,True,True,,2021-09-17,137,139,137,2,0.1670945360546089,0.22792044066376407
high52w,20,2021-11-19,144,36,True,True,,2021-09-24,137,139,137,2,-0.09705838705036955,-0.07293858383919975
high52w,20,2021-11-29,145,36,True,True,,2021-10-01,137,139,137,2,-0.04550546632988902,-0.053800075144083664
high52w,20,2021-12-06,146,36,True,True,,2021-10-08,137,139,137,2,-0.0074677719128500115,-0.05204333694090178
high52w,20,2021-12-13,147,36,True,True,,2021-10-15,137,139,137,2,-0.2733744286365384,-0.18139595999430594
high52w,20,2021-12-20,148,37,True,True,,2021-10-22,138,139,138,1,-0.13476822477276826,-0.1856914930730989
high52w,20,2021-12-28,149,37,True,True,,2021-10-29,139,140,139,1,-0.006475688295598626,-0.2813136593969492
high52w,20,2022-01-04,150,37,True,True,,2021-11-05,139,140,139,1,0.256143320895579,-0.07749939037201727
high52w,20,2022-01-11,151,37,True,True,,2021-11-12,139,140,139,1,0.2785723028588213,0.11100420009118397
high52w,20,2022-01-19,152,38,True,True,,2021-11-19,139,140,139,1,0.15565485499798917,0.08533228474219322
high52w,20,2022-01-26,153,38,True,True,,2021-11-29,139,141,139,2,-0.03838437099270187,0.09858330442554183
high52w,20,2022-02-02,154,38,True,True,,2021-12-06,139,142,139,3,0.3030341003123169,0.014331295609342458
high52w,20,2022-02-09,155,38,True,True,,2021-12-13,139,142,139,3,0.35396110465381897,0.18168412246816873
high52w,20,2022-02-16,156,39,True,True,,2021-12-20,139,143,139,4,0.2406367648030399,0.3027793913937173
high52w,20,2022-02-24,157,39,True,True,,2021-12-28,140,143,140,3,0.1930637860532243,0.021393111173790353
high52w,20,2022-03-03,158,39,True,True,,2022-01-04,140,143,140,3,-0.06303305746647726,-0.2198202865810249
high52w,20,2022-03-10,159,39,True,True,,2022-01-11,140,143,140,3,-0.03311138080909912,-0.2555337700902321
high52w,20,2022-03-17,160,40,True,True,,2022-01-19,140,143,140,3,0.3818234502596349,0.29087927226607774
high52w,20,2022-03-24,161,40,True,True,,2022-01-26,141,143,141,2,0.47607039269243323,0.555154566358811
high52w,20,2022-03-31,162,40,True,True,,2022-02-02,142,143,142,1,0.5197072001559431,0.6092031568193216
high52w,20,2022-04-07,163,40,True,True,,2022-02-09,142,143,142,1,0.3615390594306966,0.45441704485325496
high52w,20,2022-04-14,164,41,True,True,,2022-02-16,143,143,143,0,0.21856231515619412,0.33518351703556926
high52w,20,2022-04-22,165,41,True,True,,2022-02-24,143,143,143,0,0.20381086050100136,0.22293082504350106
high52w,20,2022-04-29,166,41,True,True,,2022-03-03,143,143,143,0,0.07484241111001673,0.11761494968803544
high52w,20,2022-05-06,167,41,True,True,,2022-03-10,143,143,143,0,0.003939803092754086,-0.01498751382586746
high52w,20,2022-05-13,168,42,True,True,,2022-03-17,143,143,143,0,0.3679249154601267,0.335680493684369
high52w,20,2022-05-20,169,42,True,True,,2022-03-24,143,143,143,0,-0.028050001641550935,0.11287873276563107
high52w,20,2022-05-27,170,42,True,True,,2022-03-31,143,143,143,0,0.06950361648800801,0.16846178944086349
high52w,20,2022-06-06,171,42,True,True,,2022-04-07,143,143,143,0,-0.07239650021340162,0.16095768187146353
high52w,20,2022-06-13,172,43,True,True,,2022-04-14,143,143,143,0,-0.21059867362684262,-0.1060395716480783
high52w,20,2022-06-21,173,43,True,True,,2022-04-22,143,143,143,0,-0.603446436192915,-0.5580452411438326
high52w,20,2022-06-28,174,43,True,True,,2022-04-29,143,143,143,0,-0.4851193407531435,-0.37683443317246135
high52w,20,2022-07-06,175,43,True,True,,2022-05-06,143,143,143,0,-0.5751871368068551,-0.40407195073903607
high52w,20,2022-07-13,176,44,True,True,,2022-05-13,143,143,143,0,-0.6721535506746773,-0.5876259890344397
high52w,20,2022-07-20,177,44,True,True,,2022-05-20,143,143,143,0,-0.20134853409501294,-0.17305229981286316
high52w,20,2022-07-27,178,44,True,True,,2022-05-27,143,143,143,0,-0.08004612758133885,-0.020066326975898854
high52w,20,2022-08-03,179,44,True,True,,2022-06-06,143,143,143,0,0.20056489929598206,0.35466118388653595
high52w,20,2022-08-10,180,45,True,True,,2022-06-13,143,143,143,0,0.45469095625221306,0.5217751731836239
high52w,20,2022-08-17,181,45,True,True,,2022-06-21,143,143,143,0,0.3846374825103901,0.42100036114120615
high52w,20,2022-08-24,182,45,True,True,,2022-06-28,143,143,143,0,0.3999187432286023,0.45741816868577434
high52w,20,2022-08-31,183,45,True,True,,2022-07-06,143,143,143,0,0.273227945763157,0.29541350668111227
high52w,20,2022-09-08,184,46,True,True,,2022-07-13,143,143,143,0,0.08019386716569814,0.07119406415181062
high52w,20,2022-09-15,185,46,True,True,,2022-07-20,143,143,143,0,0.36635723431498074,0.3707401753176401
high52w,20,2022-09-22,186,46,True,True,,2022-07-27,143,143,143,0,0.08170819790538099,0.057466594438425424
high52w,20,2022-09-29,187,46,True,True,,2022-08-03,143,143,143,0,0.11016037952657669,-0.0062994581850411785
high52w,20,2022-10-06,188,47,True,True,,2022-08-10,143,143,143,0,0.42363915427295706,0.32985049513761117
high52w,20,2022-10-13,189,47,True,True,,2022-08-17,143,143,143,0,0.09865310745592436,0.1437717249910536
high52w,20,2022-10-20,190,47,True,True,,2022-08-24,143,143,143,0,0.10018795758232377,0.12332972192127122
high52w,20,2022-10-27,191,47,True,True,,2022-08-31,143,143,143,0,0.1726662549158364,0.18916412226271379
high52w,20,2022-11-03,192,48,True,True,,2022-09-08,143,143,143,0,-0.07413654420696673,0.01959601431432417
high52w,20,2022-11-10,193,48,True,True,,2022-09-15,143,143,143,0,0.18168237803773274,0.2139720608030467
high52w,20,2022-11-17,194,48,True,True,,2022-09-22,143,143,143,0,0.2375451174769368,0.3314701730194688
high52w,20,2022-11-25,195,48,True,True,,2022-09-29,143,143,143,0,0.2856708998469072,0.30576758921829345
high52w,20,2022-12-02,196,49,True,True,,2022-10-06,143,143,143,0,0.31705505309704796,0.2062403558882432
high52w,20,2022-12-09,197,49,True,True,,2022-10-13,143,143,143,0,-0.019165107193276208,-0.057072622213467275
high52w,20,2022-12-16,198,49,True,True,,2022-10-20,143,143,143,0,-0.39453856003151777,-0.41921927837420786
high52w,20,2022-12-23,199,49,True,True,,2022-10-27,143,143,143,0,-0.6513386847893889,-0.6471675774288524
high52w,20,2023-01-03,200,50,True,True,,2022-11-03,143,143,143,0,-0.7893931186184707,-0.7708435930266916
high52w,20,2023-01-10,201,50,True,True,,2022-11-10,143,143,143,0,-0.6936606315672168,-0.6221441558845296
high52w,20,2023-01-18,202,50,True,True,,2022-11-17,143,143,143,0,-0.5822293903279818,-0.5488417713625988
high52w,20,2023-01-25,203,50,True,True,,2022-11-25,143,143,143,0,-0.39046751370695026,-0.3217994078972523
high52w,20,2023-02-01,204,51,True,True,,2022-12-02,143,143,143,0,0.13953058890681894,0.16209605293154966
high52w,20,2023-02-08,205,51,True,True,,2022-12-09,143,143,143,0,0.34141011422146306,0.3047826586558981
high52w,20,2023-02-15,206,51,True,True,,2022-12-16,143,143,143,0,0.17352602604029405,0.2156792737778653
high52w,20,2023-02-23,207,51,True,True,,2022-12-23,143,143,143,0,0.04287119865148708,-0.038371253159985554
high52w,20,2023-03-02,208,52,True,True,,2023-01-03,143,143,143,0,-0.10734933368358772,-0.10808381759085983
high52w,20,2023-03-09,209,52,True,True,,2023-01-10,143,143,143,0,-0.1388880909106336,-0.06113962738810651
high52w,20,2023-03-16,210,52,True,True,,2023-01-18,143,143,143,0,0.009674900763019271,0.07160855576348533
high52w,20,2023-03-23,211,52,True,True,,2023-01-25,143,143,143,0,-0.07378391355619422,0.17472668176893527
high52w,20,2023-03-30,212,53,True,True,,2023-02-01,143,143,143,0,0.025296299944187264,0.13871390055738347
high52w,20,2023-04-06,213,53,True,True,,2023-02-08,143,143,143,0,0.0665936859730705,0.13361827950928712
high52w,20,2023-04-14,214,53,True,True,,2023-02-15,143,143,143,0,0.1061878262582488,-0.017380098864334254
high52w,20,2023-04-21,215,53,True,True,,2023-02-23,143,143,143,0,0.04081925787460071,-0.15045650552441675
high52w,20,2023-04-28,216,54,True,True,,2023-03-02,143,143,143,0,-0.07337883260254487,-0.20760921198303303
high52w,20,2023-05-05,217,54,True,True,,2023-03-09,143,143,143,0,-0.215635718697333,-0.2945036545202519
high52w,20,2023-05-12,218,54,True,True,,2023-03-16,143,143,143,0,-0.24154601267277323,-0.23410181935341307
high52w,20,2023-05-19,219,54,True,True,,2023-03-23,143,143,143,0,-0.08709338513420131,-0.15287005839970158
high52w,20,2023-05-26,220,55,True,True,,2023-03-30,143,143,143,0,-0.18164174114733472,-0.11604123575954561
high52w,20,2023-06-05,221,55,True,True,,2023-04-06,143,143,143,0,0.07603738849127663,0.019567307248388493
high52w,20,2023-06-12,222,55,True,True,,2023-04-14,143,143,143,0,0.022254891534664183,-0.009726189303654091
high52w,20,2023-06-20,223,55,True,True,,2023-04-21,143,143,143,0,-0.002798873063866815,-0.20117022182516356
high52w,20,2023-06-27,224,56,True,True,,2023-04-28,143,143,143,0,-0.33678359695411875,-0.25730607761083646
high52w,20,2023-07-05,225,56,True,True,,2023-05-05,143,143,143,0,-0.2013765198803005,-0.1747863086758474
high52w,20,2023-07-12,226,56,True,True,,2023-05-12,143,143,143,0,-0.09885456318700461,0.024455005088807907
high52w,20,2023-07-19,227,56,True,True,,2023-05-19,143,143,143,0,-0.07369340670356654,0.15627231637316735
high52w,20,2023-07-26,228,57,True,True,,2023-05-26,143,143,143,0,0.24052919744241716,0.3718949022037124
high52w,20,2023-08-02,229,57,True,True,,2023-06-05,143,143,143,0,0.250753582221886,0.26260483312078503
high52w,20,2023-08-09,230,57,True,True,,2023-06-12,143,143,143,0,0.06899056514784921,0.18455436217560187
high52w,20,2023-08-16,231,57,True,True,,2023-06-20,143,143,143,0,-0.1268221215404314,-0.08402159482855899
high52w,20,2023-08-23,232,58,True,True,,2023-06-27,143,143,143,0,-0.11052376710164656,-0.21567934362234414
high52w,20,2023-08-30,233,58,True,True,,2023-07-05,143,143,143,0,-0.06351481059546316,-0.12039005511176012
high52w,20,2023-09-07,234,58,True,True,,2023-07-12,143,143,143,0,0.006689704432814107,0.06449592311714301
high52w,20,2023-09-14,235,58,True,True,,2023-07-19,143,143,143,0,0.1439654942528561,0.2118235967397372
high52w,20,2023-09-21,236,59,True,True,,2023-07-26,143,143,143,0,0.02381890410059424,0.02231371430784818
high52w,20,2023-09-28,237,59,True,True,,2023-08-02,143,143,143,0,0.028883088742243674,0.040119916528390004
high52w,20,2023-10-05,238,59,True,True,,2023-08-09,143,143,143,0,-0.112712991234118,-0.054397117425182405
high52w,20,2023-10-12,239,59,True,True,,2023-08-16,143,143,143,0,-0.032310157817922916,0.04240126071111987
high52w,20,2023-10-19,240,60,True,True,,2023-08-23,143,143,143,0,-0.19822548343675103,-0.03261949130797946
high52w,20,2023-10-26,241,60,True,True,,2023-08-30,143,143,143,0,-0.16193079221248233,0.014553681310898904
high52w,20,2023-11-02,242,60,True,True,,2023-09-07,143,143,143,0,-0.18182415116513084,-0.14210491778293768
high52w,20,2023-11-09,243,60,True,True,,2023-09-14,143,143,143,0,-0.29481023671164513,-0.3281452951814174
high52w,20,2023-11-16,244,61,True,True,,2023-09-21,143,143,143,0,-0.2879838219619574,-0.3938983551659607
high52w,20,2023-11-24,245,61,True,True,,2023-09-28,143,143,143,0,-0.24307214906506383,-0.3692381562099872
